Code,Source,Exchange,Symbol,Depth,Rule,Name,Method,Data Start Date
SCF/ICE_CT2_FR,SCF,ICE,CT,2,FR,ICE Cotton,"Roll on First Day of Month, Backwards Ratio Method",06/12/1972
SCF/ICE_CT2_FW,SCF,ICE,CT,2,FW,ICE Cotton,"Roll on First Day of Month, Calendar-Weighted Method",06/12/1972
SCF/ICE_CT2_OB,SCF,ICE,CT,2,OB,ICE Cotton,"Roll on Open Interest Switch, Backwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_OF,SCF,ICE,CT,2,OF,ICE Cotton,"Roll on Open Interest Switch, Forwards Panama Canal Method",06/12/1972
SCF/ICE_CT2_ON,SCF,ICE,CT,2,ON,ICE Cotton,"Roll on Open Interest Switch, No Price Adjustment",06/12/1972
SCF/ICE_CT2_OR,SCF,ICE,CT,2,OR,ICE Cotton,"Roll on Open Interest Switch, Backwards Ratio Method",06/12/1972
SCF/ICE_G1_EB,SCF,ICE,G,1,EB,ICE Gasoil,"Roll on Last Trading Day, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G1_EF,SCF,ICE,G,1,EF,ICE Gasoil,"Roll on Last Trading Day, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G1_EN,SCF,ICE,G,1,EN,ICE Gasoil,"Roll on Last Trading Day, No Price Adjustment",12/09/1990
SCF/ICE_G1_ER,SCF,ICE,G,1,ER,ICE Gasoil,"Roll on Last Trading Day, Backwards Ratio Method",12/09/1990
SCF/ICE_G1_EW,SCF,ICE,G,1,EW,ICE Gasoil,"Roll on Last Trading Day, Calendar-Weighted Method",12/09/1990
SCF/ICE_G1_FB,SCF,ICE,G,1,FB,ICE Gasoil,"Roll on First Day of Month, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G1_FF,SCF,ICE,G,1,FF,ICE Gasoil,"Roll on First Day of Month, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G1_FN,SCF,ICE,G,1,FN,ICE Gasoil,"Roll on First Day of Month, No Price Adjustment",12/09/1990
SCF/ICE_G1_FR,SCF,ICE,G,1,FR,ICE Gasoil,"Roll on First Day of Month, Backwards Ratio Method",12/09/1990
SCF/ICE_G1_FW,SCF,ICE,G,1,FW,ICE Gasoil,"Roll on First Day of Month, Calendar-Weighted Method",12/09/1990
SCF/ICE_G1_OB,SCF,ICE,G,1,OB,ICE Gasoil,"Roll on Open Interest Switch, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G1_OF,SCF,ICE,G,1,OF,ICE Gasoil,"Roll on Open Interest Switch, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G1_ON,SCF,ICE,G,1,ON,ICE Gasoil,"Roll on Open Interest Switch, No Price Adjustment",12/09/1990
SCF/ICE_G1_OR,SCF,ICE,G,1,OR,ICE Gasoil,"Roll on Open Interest Switch, Backwards Ratio Method",12/09/1990
SCF/ICE_G2_EB,SCF,ICE,G,2,EB,ICE Gasoil,"Roll on Last Trading Day, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G2_EF,SCF,ICE,G,2,EF,ICE Gasoil,"Roll on Last Trading Day, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G2_EN,SCF,ICE,G,2,EN,ICE Gasoil,"Roll on Last Trading Day, No Price Adjustment",12/09/1990
SCF/ICE_G2_ER,SCF,ICE,G,2,ER,ICE Gasoil,"Roll on Last Trading Day, Backwards Ratio Method",12/09/1990
SCF/ICE_G2_EW,SCF,ICE,G,2,EW,ICE Gasoil,"Roll on Last Trading Day, Calendar-Weighted Method",12/09/1990
SCF/ICE_G2_FB,SCF,ICE,G,2,FB,ICE Gasoil,"Roll on First Day of Month, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G2_FF,SCF,ICE,G,2,FF,ICE Gasoil,"Roll on First Day of Month, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G2_FN,SCF,ICE,G,2,FN,ICE Gasoil,"Roll on First Day of Month, No Price Adjustment",12/09/1990
SCF/ICE_G2_FR,SCF,ICE,G,2,FR,ICE Gasoil,"Roll on First Day of Month, Backwards Ratio Method",12/09/1990
SCF/ICE_G2_FW,SCF,ICE,G,2,FW,ICE Gasoil,"Roll on First Day of Month, Calendar-Weighted Method",12/09/1990
SCF/ICE_G2_OB,SCF,ICE,G,2,OB,ICE Gasoil,"Roll on Open Interest Switch, Backwards Panama Canal Method",12/09/1990
SCF/ICE_G2_OF,SCF,ICE,G,2,OF,ICE Gasoil,"Roll on Open Interest Switch, Forwards Panama Canal Method",12/09/1990
SCF/ICE_G2_ON,SCF,ICE,G,2,ON,ICE Gasoil,"Roll on Open Interest Switch, No Price Adjustment",12/09/1990
SCF/ICE_G2_OR,SCF,ICE,G,2,OR,ICE Gasoil,"Roll on Open Interest Switch, Backwards Ratio Method",12/09/1990
SCF/ICE_O1_EB,SCF,ICE,O,1,EB,ICE Heating Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O1_EF,SCF,ICE,O,1,EF,ICE Heating Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O1_EN,SCF,ICE,O,1,EN,ICE Heating Oil,"Roll on Last Trading Day, No Price Adjustment",27/04/2006
SCF/ICE_O1_ER,SCF,ICE,O,1,ER,ICE Heating Oil,"Roll on Last Trading Day, Backwards Ratio Method",27/04/2006
SCF/ICE_O1_EW,SCF,ICE,O,1,EW,ICE Heating Oil,"Roll on Last Trading Day, Calendar-Weighted Method",27/04/2006
SCF/ICE_O1_FB,SCF,ICE,O,1,FB,ICE Heating Oil,"Roll on First Day of Month, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O1_FF,SCF,ICE,O,1,FF,ICE Heating Oil,"Roll on First Day of Month, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O1_FN,SCF,ICE,O,1,FN,ICE Heating Oil,"Roll on First Day of Month, No Price Adjustment",27/04/2006
SCF/ICE_O1_FR,SCF,ICE,O,1,FR,ICE Heating Oil,"Roll on First Day of Month, Backwards Ratio Method",27/04/2006
SCF/ICE_O1_FW,SCF,ICE,O,1,FW,ICE Heating Oil,"Roll on First Day of Month, Calendar-Weighted Method",27/04/2006
SCF/ICE_O1_OB,SCF,ICE,O,1,OB,ICE Heating Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O1_OF,SCF,ICE,O,1,OF,ICE Heating Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O1_ON,SCF,ICE,O,1,ON,ICE Heating Oil,"Roll on Open Interest Switch, No Price Adjustment",27/04/2006
SCF/ICE_O1_OR,SCF,ICE,O,1,OR,ICE Heating Oil,"Roll on Open Interest Switch, Backwards Ratio Method",27/04/2006
SCF/ICE_O2_EB,SCF,ICE,O,2,EB,ICE Heating Oil,"Roll on Last Trading Day, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O2_EF,SCF,ICE,O,2,EF,ICE Heating Oil,"Roll on Last Trading Day, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O2_EN,SCF,ICE,O,2,EN,ICE Heating Oil,"Roll on Last Trading Day, No Price Adjustment",27/04/2006
SCF/ICE_O2_ER,SCF,ICE,O,2,ER,ICE Heating Oil,"Roll on Last Trading Day, Backwards Ratio Method",27/04/2006
SCF/ICE_O2_EW,SCF,ICE,O,2,EW,ICE Heating Oil,"Roll on Last Trading Day, Calendar-Weighted Method",27/04/2006
SCF/ICE_O2_FB,SCF,ICE,O,2,FB,ICE Heating Oil,"Roll on First Day of Month, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O2_FF,SCF,ICE,O,2,FF,ICE Heating Oil,"Roll on First Day of Month, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O2_FN,SCF,ICE,O,2,FN,ICE Heating Oil,"Roll on First Day of Month, No Price Adjustment",27/04/2006
SCF/ICE_O2_FR,SCF,ICE,O,2,FR,ICE Heating Oil,"Roll on First Day of Month, Backwards Ratio Method",27/04/2006
SCF/ICE_O2_FW,SCF,ICE,O,2,FW,ICE Heating Oil,"Roll on First Day of Month, Calendar-Weighted Method",27/04/2006
SCF/ICE_O2_OB,SCF,ICE,O,2,OB,ICE Heating Oil,"Roll on Open Interest Switch, Backwards Panama Canal Method",27/04/2006
SCF/ICE_O2_OF,SCF,ICE,O,2,OF,ICE Heating Oil,"Roll on Open Interest Switch, Forwards Panama Canal Method",27/04/2006
SCF/ICE_O2_ON,SCF,ICE,O,2,ON,ICE Heating Oil,"Roll on Open Interest Switch, No Price Adjustment",27/04/2006
SCF/ICE_O2_OR,SCF,ICE,O,2,OR,ICE Heating Oil,"Roll on Open Interest Switch, Backwards Ratio Method",27/04/2006
SCF/ICE_OJ1_EB,SCF,ICE,OJ,1,EB,ICE Orange Juice,"Roll on Last Trading Day, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_EF,SCF,ICE,OJ,1,EF,ICE Orange Juice,"Roll on Last Trading Day, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_EN,SCF,ICE,OJ,1,EN,ICE Orange Juice,"Roll on Last Trading Day, No Price Adjustment",17/11/1967
SCF/ICE_OJ1_ER,SCF,ICE,OJ,1,ER,ICE Orange Juice,"Roll on Last Trading Day, Backwards Ratio Method",17/11/1967
SCF/ICE_OJ1_EW,SCF,ICE,OJ,1,EW,ICE Orange Juice,"Roll on Last Trading Day, Calendar-Weighted Method",17/11/1967
SCF/ICE_OJ1_FB,SCF,ICE,OJ,1,FB,ICE Orange Juice,"Roll on First Day of Month, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_FF,SCF,ICE,OJ,1,FF,ICE Orange Juice,"Roll on First Day of Month, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_FN,SCF,ICE,OJ,1,FN,ICE Orange Juice,"Roll on First Day of Month, No Price Adjustment",17/11/1967
SCF/ICE_OJ1_FR,SCF,ICE,OJ,1,FR,ICE Orange Juice,"Roll on First Day of Month, Backwards Ratio Method",17/11/1967
SCF/ICE_OJ1_FW,SCF,ICE,OJ,1,FW,ICE Orange Juice,"Roll on First Day of Month, Calendar-Weighted Method",17/11/1967
SCF/ICE_OJ1_OB,SCF,ICE,OJ,1,OB,ICE Orange Juice,"Roll on Open Interest Switch, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_OF,SCF,ICE,OJ,1,OF,ICE Orange Juice,"Roll on Open Interest Switch, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ1_ON,SCF,ICE,OJ,1,ON,ICE Orange Juice,"Roll on Open Interest Switch, No Price Adjustment",17/11/1967
SCF/ICE_OJ1_OR,SCF,ICE,OJ,1,OR,ICE Orange Juice,"Roll on Open Interest Switch, Backwards Ratio Method",17/11/1967
SCF/ICE_OJ2_EB,SCF,ICE,OJ,2,EB,ICE Orange Juice,"Roll on Last Trading Day, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_EF,SCF,ICE,OJ,2,EF,ICE Orange Juice,"Roll on Last Trading Day, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_EN,SCF,ICE,OJ,2,EN,ICE Orange Juice,"Roll on Last Trading Day, No Price Adjustment",17/11/1967
SCF/ICE_OJ2_ER,SCF,ICE,OJ,2,ER,ICE Orange Juice,"Roll on Last Trading Day, Backwards Ratio Method",17/11/1967
SCF/ICE_OJ2_EW,SCF,ICE,OJ,2,EW,ICE Orange Juice,"Roll on Last Trading Day, Calendar-Weighted Method",17/11/1967
SCF/ICE_OJ2_FB,SCF,ICE,OJ,2,FB,ICE Orange Juice,"Roll on First Day of Month, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_FF,SCF,ICE,OJ,2,FF,ICE Orange Juice,"Roll on First Day of Month, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_FN,SCF,ICE,OJ,2,FN,ICE Orange Juice,"Roll on First Day of Month, No Price Adjustment",17/11/1967
SCF/ICE_OJ2_FR,SCF,ICE,OJ,2,FR,ICE Orange Juice,"Roll on First Day of Month, Backwards Ratio Method",17/11/1967
SCF/ICE_OJ2_FW,SCF,ICE,OJ,2,FW,ICE Orange Juice,"Roll on First Day of Month, Calendar-Weighted Method",17/11/1967
SCF/ICE_OJ2_OB,SCF,ICE,OJ,2,OB,ICE Orange Juice,"Roll on Open Interest Switch, Backwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_OF,SCF,ICE,OJ,2,OF,ICE Orange Juice,"Roll on Open Interest Switch, Forwards Panama Canal Method",17/11/1967
SCF/ICE_OJ2_ON,SCF,ICE,OJ,2,ON,ICE Orange Juice,"Roll on Open Interest Switch, No Price Adjustment",17/11/1967
SCF/ICE_OJ2_OR,SCF,ICE,OJ,2,OR,ICE Orange Juice,"Roll on Open Interest Switch, Backwards Ratio Method",17/11/1967
SCF/ICE_ATW1_EB,SCF,ICE,ATW,1,EB,ICE Rotterdam Coal,"Roll on Last Trading Day, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_EF,SCF,ICE,ATW,1,EF,ICE Rotterdam Coal,"Roll on Last Trading Day, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_EN,SCF,ICE,ATW,1,EN,ICE Rotterdam Coal,"Roll on Last Trading Day, No Price Adjustment",01/09/2006
SCF/ICE_ATW1_ER,SCF,ICE,ATW,1,ER,ICE Rotterdam Coal,"Roll on Last Trading Day, Backwards Ratio Method",01/09/2006
SCF/ICE_ATW1_EW,SCF,ICE,ATW,1,EW,ICE Rotterdam Coal,"Roll on Last Trading Day, Calendar-Weighted Method",01/09/2006
SCF/ICE_ATW1_FB,SCF,ICE,ATW,1,FB,ICE Rotterdam Coal,"Roll on First Day of Month, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_FF,SCF,ICE,ATW,1,FF,ICE Rotterdam Coal,"Roll on First Day of Month, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_FN,SCF,ICE,ATW,1,FN,ICE Rotterdam Coal,"Roll on First Day of Month, No Price Adjustment",01/09/2006
SCF/ICE_ATW1_FR,SCF,ICE,ATW,1,FR,ICE Rotterdam Coal,"Roll on First Day of Month, Backwards Ratio Method",01/09/2006
SCF/ICE_ATW1_FW,SCF,ICE,ATW,1,FW,ICE Rotterdam Coal,"Roll on First Day of Month, Calendar-Weighted Method",01/09/2006
SCF/ICE_ATW1_OB,SCF,ICE,ATW,1,OB,ICE Rotterdam Coal,"Roll on Open Interest Switch, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_OF,SCF,ICE,ATW,1,OF,ICE Rotterdam Coal,"Roll on Open Interest Switch, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW1_ON,SCF,ICE,ATW,1,ON,ICE Rotterdam Coal,"Roll on Open Interest Switch, No Price Adjustment",01/09/2006
SCF/ICE_ATW1_OR,SCF,ICE,ATW,1,OR,ICE Rotterdam Coal,"Roll on Open Interest Switch, Backwards Ratio Method",01/09/2006
SCF/ICE_ATW2_EB,SCF,ICE,ATW,2,EB,ICE Rotterdam Coal,"Roll on Last Trading Day, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_EF,SCF,ICE,ATW,2,EF,ICE Rotterdam Coal,"Roll on Last Trading Day, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_EN,SCF,ICE,ATW,2,EN,ICE Rotterdam Coal,"Roll on Last Trading Day, No Price Adjustment",01/09/2006
SCF/ICE_ATW2_ER,SCF,ICE,ATW,2,ER,ICE Rotterdam Coal,"Roll on Last Trading Day, Backwards Ratio Method",01/09/2006
SCF/ICE_ATW2_EW,SCF,ICE,ATW,2,EW,ICE Rotterdam Coal,"Roll on Last Trading Day, Calendar-Weighted Method",01/09/2006
SCF/ICE_ATW2_FB,SCF,ICE,ATW,2,FB,ICE Rotterdam Coal,"Roll on First Day of Month, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_FF,SCF,ICE,ATW,2,FF,ICE Rotterdam Coal,"Roll on First Day of Month, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_FN,SCF,ICE,ATW,2,FN,ICE Rotterdam Coal,"Roll on First Day of Month, No Price Adjustment",01/09/2006
SCF/ICE_ATW2_FR,SCF,ICE,ATW,2,FR,ICE Rotterdam Coal,"Roll on First Day of Month, Backwards Ratio Method",01/09/2006
SCF/ICE_ATW2_FW,SCF,ICE,ATW,2,FW,ICE Rotterdam Coal,"Roll on First Day of Month, Calendar-Weighted Method",01/09/2006
SCF/ICE_ATW2_OB,SCF,ICE,ATW,2,OB,ICE Rotterdam Coal,"Roll on Open Interest Switch, Backwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_OF,SCF,ICE,ATW,2,OF,ICE Rotterdam Coal,"Roll on Open Interest Switch, Forwards Panama Canal Method",01/09/2006
SCF/ICE_ATW2_ON,SCF,ICE,ATW,2,ON,ICE Rotterdam Coal,"Roll on Open Interest Switch, No Price Adjustment",01/09/2006
SCF/ICE_ATW2_OR,SCF,ICE,ATW,2,OR,ICE Rotterdam Coal,"Roll on Open Interest Switch, Backwards Ratio Method",01/09/2006
SCF/ICE_RF1_EB,SCF,ICE,RF,1,EB,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_EF,SCF,ICE,RF,1,EF,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_EN,SCF,ICE,RF,1,EN,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, No Price Adjustment",25/09/2007
SCF/ICE_RF1_ER,SCF,ICE,RF,1,ER,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Backwards Ratio Method",25/09/2007
SCF/ICE_RF1_EW,SCF,ICE,RF,1,EW,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Calendar-Weighted Method",25/09/2007
SCF/ICE_RF1_FB,SCF,ICE,RF,1,FB,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_FF,SCF,ICE,RF,1,FF,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_FN,SCF,ICE,RF,1,FN,ICE Russell 1000 Index Mini,"Roll on First Day of Month, No Price Adjustment",25/09/2007
SCF/ICE_RF1_FR,SCF,ICE,RF,1,FR,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Backwards Ratio Method",25/09/2007
SCF/ICE_RF1_FW,SCF,ICE,RF,1,FW,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Calendar-Weighted Method",25/09/2007
SCF/ICE_RF1_OB,SCF,ICE,RF,1,OB,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_OF,SCF,ICE,RF,1,OF,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF1_ON,SCF,ICE,RF,1,ON,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, No Price Adjustment",25/09/2007
SCF/ICE_RF1_OR,SCF,ICE,RF,1,OR,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Backwards Ratio Method",25/09/2007
SCF/ICE_RF2_EB,SCF,ICE,RF,2,EB,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_EF,SCF,ICE,RF,2,EF,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_EN,SCF,ICE,RF,2,EN,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, No Price Adjustment",25/09/2007
SCF/ICE_RF2_ER,SCF,ICE,RF,2,ER,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Backwards Ratio Method",25/09/2007
SCF/ICE_RF2_EW,SCF,ICE,RF,2,EW,ICE Russell 1000 Index Mini,"Roll on Last Trading Day, Calendar-Weighted Method",25/09/2007
SCF/ICE_RF2_FB,SCF,ICE,RF,2,FB,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_FF,SCF,ICE,RF,2,FF,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_FN,SCF,ICE,RF,2,FN,ICE Russell 1000 Index Mini,"Roll on First Day of Month, No Price Adjustment",25/09/2007
SCF/ICE_RF2_FR,SCF,ICE,RF,2,FR,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Backwards Ratio Method",25/09/2007
SCF/ICE_RF2_FW,SCF,ICE,RF,2,FW,ICE Russell 1000 Index Mini,"Roll on First Day of Month, Calendar-Weighted Method",25/09/2007
SCF/ICE_RF2_OB,SCF,ICE,RF,2,OB,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_OF,SCF,ICE,RF,2,OF,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",25/09/2007
SCF/ICE_RF2_ON,SCF,ICE,RF,2,ON,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, No Price Adjustment",25/09/2007
SCF/ICE_RF2_OR,SCF,ICE,RF,2,OR,ICE Russell 1000 Index Mini,"Roll on Open Interest Switch, Backwards Ratio Method",25/09/2007
SCF/ICE_TF1_EB,SCF,ICE,TF,1,EB,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_EF,SCF,ICE,TF,1,EF,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_EN,SCF,ICE,TF,1,EN,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, No Price Adjustment",16/03/2007
SCF/ICE_TF1_ER,SCF,ICE,TF,1,ER,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Backwards Ratio Method",16/03/2007
SCF/ICE_TF1_EW,SCF,ICE,TF,1,EW,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Calendar-Weighted Method",16/03/2007
SCF/ICE_TF1_FB,SCF,ICE,TF,1,FB,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_FF,SCF,ICE,TF,1,FF,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_FN,SCF,ICE,TF,1,FN,ICE Russell 2000 Index Mini,"Roll on First Day of Month, No Price Adjustment",16/03/2007
SCF/ICE_TF1_FR,SCF,ICE,TF,1,FR,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Backwards Ratio Method",16/03/2007
SCF/ICE_TF1_FW,SCF,ICE,TF,1,FW,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Calendar-Weighted Method",16/03/2007
SCF/ICE_TF1_OB,SCF,ICE,TF,1,OB,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_OF,SCF,ICE,TF,1,OF,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF1_ON,SCF,ICE,TF,1,ON,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, No Price Adjustment",16/03/2007
SCF/ICE_TF1_OR,SCF,ICE,TF,1,OR,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Backwards Ratio Method",16/03/2007
SCF/ICE_TF2_EB,SCF,ICE,TF,2,EB,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_EF,SCF,ICE,TF,2,EF,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_EN,SCF,ICE,TF,2,EN,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, No Price Adjustment",16/03/2007
SCF/ICE_TF2_ER,SCF,ICE,TF,2,ER,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Backwards Ratio Method",16/03/2007
SCF/ICE_TF2_EW,SCF,ICE,TF,2,EW,ICE Russell 2000 Index Mini,"Roll on Last Trading Day, Calendar-Weighted Method",16/03/2007
SCF/ICE_TF2_FB,SCF,ICE,TF,2,FB,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_FF,SCF,ICE,TF,2,FF,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_FN,SCF,ICE,TF,2,FN,ICE Russell 2000 Index Mini,"Roll on First Day of Month, No Price Adjustment",16/03/2007
SCF/ICE_TF2_FR,SCF,ICE,TF,2,FR,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Backwards Ratio Method",16/03/2007
SCF/ICE_TF2_FW,SCF,ICE,TF,2,FW,ICE Russell 2000 Index Mini,"Roll on First Day of Month, Calendar-Weighted Method",16/03/2007
SCF/ICE_TF2_OB,SCF,ICE,TF,2,OB,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Backwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_OF,SCF,ICE,TF,2,OF,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Forwards Panama Canal Method",16/03/2007
SCF/ICE_TF2_ON,SCF,ICE,TF,2,ON,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, No Price Adjustment",16/03/2007
SCF/ICE_TF2_OR,SCF,ICE,TF,2,OR,ICE Russell 2000 Index Mini,"Roll on Open Interest Switch, Backwards Ratio Method",16/03/2007
SCF/ICE_SB1_EB,SCF,ICE,SB,1,EB,ICE Sugar No. 11,"Roll on Last Trading Day, Backwards Panama Canal Method",14/02/1964
SCF/ICE_SB1_EF,SCF,ICE,SB,1,EF,ICE Sugar No. 11,"Roll on Last Trading Day, Forwards Panama Canal Method",14/02/1964
SCF/ICE_SB1_EN,SCF,ICE,SB,1,EN,ICE Sugar No. 11,"Roll on Last Trading Day, No Price Adjustment",14/02/1964
SCF/ICE_SB1_ER,SCF,ICE,SB,1,ER,ICE Sugar No. 11,"Roll on Last Trading Day, Backwards Ratio Method",14/02/1964
SCF/ICE_SB1_EW,SCF,ICE,SB,1,EW,ICE Sugar No. 11,"Roll on Last Trading Day, Calendar-Weighted Method",14/02/1964
SCF/ICE_SB1_FB,SCF,ICE,SB,1,FB,ICE Sugar No. 11,"Roll on First Day of Month, Backwards Panama Canal Method",14/02/1964
SCF/ICE_SB1_FF,SCF,ICE,SB,1,FF,ICE Sugar No. 11,"Roll on First Day of Month, Forwards Panama Canal Method",14/02/1964
SCF/ICE_SB1_FN,SCF,ICE,SB,1,FN,ICE Sugar No. 11,"Roll on First Day of Month, No Price Adjustment",14/02/1964
SCF/ICE_SB1_FR,SCF,ICE,SB,1,FR,ICE Sugar No. 11,"Roll on First Day of Month, Backwards Ratio Method",14/02/1964
SCF/ICE_SB1_FW,SCF,ICE,SB,1,FW,ICE Sugar No. 11,"Roll on First Day of Month, Calendar-Weighted Method",14/02/1964
SCF/ICE_SB1_OB,SCF,ICE,SB,1,OB,ICE Sugar No. 11,"Roll on Open Interest Switch, Backwards Panama Canal Method",14/02/1964
SCF/ICE_SB1_OF,SCF,ICE,SB,1,OF,ICE Sugar No. 11,"Roll on Open Interest Switch, Forwards Panama Canal Method",14/02/1964
